MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,Chroma_1,Chroma_2,Chroma_3,Chroma_4,Chroma_5,Chroma_6,Chroma_7,Chroma_8,Chroma_9,Chroma_10,Chroma_11,Chroma_12,SpectralContrast_1,SpectralContrast_2,SpectralContrast_3,SpectralContrast_4,SpectralContrast_5,SpectralContrast_6,SpectralContrast_7,ZeroCrossingRate,SpectralCentroid,class
-335.68408,152.19548,-44.591846,35.687366,-30.736574,16.069365,-41.09479,5.0626397,-12.994381,-4.3037815,-12.893043,0.5381068,-7.547109,0.35841706,0.3878311,0.52432823,0.53549314,0.46042863,0.6136081,0.64490926,0.41740006,0.4447078,0.47244862,0.48710346,0.4189478,17.769942060167782,7.862010325561983,11.181196487668988,14.343099519023701,19.785587899723023,22.677457424960625,39.534787213557074,0.07263586023351648,2743.698697193325,car_horn
-350.68503,136.71881,-51.076096,48.025047,-21.209154,14.159535,-32.81581,8.649998,-10.46518,-8.260746,-13.110021,2.793674,-5.3817925,0.26643863,0.2335409,0.3564724,0.34744495,0.375587,0.3893687,0.26705477,0.29268852,0.880345,0.31994668,0.32172537,0.31512785,18.528570971641418,7.645421304663734,10.943184841842436,14.211905648955083,16.4850003756991,27.28434178863704,39.43893487109605,0.10080915178571428,3069.9599868519895,car_horn
-343.11218,163.8033,-63.50265,53.264935,-30.28826,27.399488,-38.199646,7.9639935,-8.619922,-6.5835166,-17.715105,3.0323286,-1.3873988,0.39075932,0.38710868,0.37943834,0.49123126,0.8224605,0.454215,0.52993155,0.6225086,0.4014089,0.5173716,0.49370733,0.48149285,18.451589031397397,8.102860554374733,10.956197706398017,13.233955915033176,19.577077797732443,20.286810855751103,39.998161996043315,0.08350306919642857,2705.008711414716,car_horn
-232.64111,99.31568,-40.243084,33.595947,-14.251655,21.810326,-27.650482,-13.907543,-0.06972034,-4.219443,-15.473499,-3.4410818,-2.2618647,0.23611511,0.3258917,0.5621534,0.48208523,0.4936532,0.2393724,0.48419985,0.30742037,0.2782276,0.29737863,0.25419948,0.23600824,17.1298844299356,8.990883620194536,11.691299704908465,14.25969539008184,22.358576380845246,20.413921710454115,41.64519586095414,0.10671219914596274,3732.8913006771427,car_horn
-402.0096,135.95447,-65.42689,-32.727192,-2.067822,7.1389422,-16.415155,-13.030807,0.19065729,-6.7172666,2.751772,8.619964,11.933871,0.41048637,0.3870221,0.348989,0.3914985,0.5198034,0.5721296,0.5360663,0.41617605,0.36617485,0.34870878,0.2970855,0.33603305,12.141506691761695,8.495719790015995,14.471333333193924,16.331866927393087,16.736974923149724,22.19626510838848,36.136826482232706,0.07704512001811595,2315.3239319200584,dog_bark
-419.68704,136.74738,-67.30592,-43.182774,0.6577143,6.852317,-16.737011,-16.500502,-1.8964229,-7.5516872,-0.67713386,8.511272,11.247096,0.43379807,0.38938582,0.31543553,0.3595723,0.5945795,0.66942936,0.46824244,0.28476435,0.28852054,0.30676436,0.2618333,0.34282386,9.64182049412227,8.434626367793008,14.881071327254425,16.428389129789142,16.812925236143574,21.916131240774025,34.48625396987179,0.07912562273550725,2252.724404672462,dog_bark
-426.69516,134.36774,-60.69817,-43.46497,2.6623147,7.004716,-18.395983,-17.425009,-2.9027836,-7.237015,1.7379104,10.480807,9.252207,0.33188093,0.41305426,0.43351206,0.36475658,0.37535545,0.52971673,0.5477745,0.49085224,0.3959619,0.3750263,0.36944932,0.3019467,9.149387601844163,8.173204169900593,14.819497564831893,15.562355797542441,16.53717405633127,22.410366514563155,34.330680619724376,0.07946954257246377,2262.0070376932495,dog_bark
-420.58395,130.63416,-58.422813,-50.22551,5.4471517,5.168852,-21.62653,-18.273733,-5.093696,-6.85456,2.1693707,11.763363,12.283195,0.3594415,0.40771604,0.34768778,0.34954813,0.47209308,0.59194756,0.5681792,0.3641623,0.315434,0.33333543,0.30292052,0.3024307,8.967376012266744,8.024176143591927,16.00649331570358,16.356804406772603,16.954864928563673,22.999088359526933,33.641928353595816,0.0764252151268116,2154.0969983551718,dog_bark
-443.2431,105.105705,-48.006783,-50.27782,-8.661413,12.227919,6.515363,-0.7849724,6.280627,2.4508379,-4.944911,-2.5498297,1.3691741,0.36817825,0.5568108,0.49794555,0.40691254,0.3341415,0.22108312,0.3047264,0.41567546,0.26818234,0.245495,0.26226598,0.27563584,9.339043565496233,7.753780259535699,11.582710944608856,17.796650461043505,18.263645582896434,18.059304445636243,33.77146558494782,0.07582370923913044,2460.6671008786934,dog_bark
-451.35,124.0459,-32.59978,-53.574863,-23.278439,4.641853,-0.55120087,-9.120763,0.19910137,3.1901898,5.493655,11.153458,5.5417566,0.30047953,0.21166265,0.16650468,0.20082884,0.28567767,0.40182078,0.4416375,0.4101505,0.37758762,0.43268844,0.49182147,0.5633998,8.959123092583091,8.121947387787374,13.505718023662688,16.320886661434407,19.94268171292725,17.82728051056142,33.19065533440685,0.07044129302536233,2389.212166264781,dog_bark
-464.272,121.68725,-36.67825,-50.31548,-21.767994,6.2371235,0.6312389,-8.154071,3.080214,5.1732144,6.011125,10.258722,3.6517408,0.28217074,0.12592588,0.13029769,0.18667382,0.25119632,0.37126344,0.38100284,0.3142121,0.34612596,0.40226245,0.6102318,0.6750182,8.728917252589813,7.89726505839916,12.659622142000634,17.346916225266103,19.677892097069204,17.58293544121688,32.94107727764226,0.07199388586956522,2498.8693250180495,dog_bark
-457.1712,128.62856,-38.053772,-53.33465,-23.337824,8.290118,1.9732249,-9.526084,0.47565156,2.1653666,2.9555326,8.0838585,2.718175,0.3126373,0.13906239,0.14527197,0.20031482,0.23410264,0.37334737,0.411751,0.3456779,0.33936277,0.40863582,0.5536387,0.6023795,8.645283383691142,8.147773892504176,11.888671383555263,17.123323285584764,20.372278974065335,18.088300576462547,32.96994102605143,0.07155938632246377,2393.9309608834433,dog_bark
-197.21965,147.22882,-85.65665,51.446117,-11.433456,38.917137,-19.00314,30.676483,-10.743916,10.121559,-7.068709,2.7153153,-4.7058935,0.7601794,0.72449803,0.6994021,0.6509477,0.6005221,0.67886907,0.8116402,0.7416038,0.7116877,0.6500077,0.5923396,0.7378923,9.412065891065673,8.279560395967435,10.732613188180398,12.318873787878951,12.773554897661974,17.090095508986987,45.76894786480427,0.10006935009057971,3124.5266912739994,air_conditioner
-192.83884,149.11848,-85.438156,51.07759,-10.153229,38.62778,-18.053963,30.323612,-9.978834,8.916494,-7.0359635,2.7452157,-4.078084,0.742786,0.6983148,0.69896305,0.6574176,0.6023593,0.7106703,0.85397506,0.7589756,0.7180558,0.6521137,0.606775,0.7518303,9.741901756130463,8.136706396241765,10.752832675973831,12.546373838142864,12.680527635897732,17.243834357324747,45.64382460172541,0.09678583559782608,3039.147098306978,air_conditioner
-185.75691,147.03265,-85.60262,54.97806,-12.343491,40.051434,-16.412073,26.237427,-7.525644,7.2734404,-4.9582586,1.7896028,-1.341902,0.70634925,0.6891248,0.651538,0.62049985,0.6291128,0.77487874,0.8801449,0.754242,0.708287,0.5952804,0.5846704,0.70926064,9.1016902189495,8.383222434670236,10.766197791155612,12.48689990526239,12.676371910847767,16.63468255849184,46.53014038141015,0.09831153759057971,3089.0250765751575,air_conditioner
-187.1012,147.3403,-86.13326,56.17825,-12.436024,39.999077,-16.455978,25.652298,-7.863943,7.169925,-4.3484497,1.1490635,-1.4473724,0.7087626,0.69393283,0.6653334,0.616383,0.61426365,0.76958025,0.876118,0.74673605,0.6908426,0.5975176,0.5912264,0.70727444,9.428916419203576,8.534882516506904,10.901671964708017,12.485642979406336,12.96708062595989,16.43194086538423,46.37649548531889,0.09857195425724638,3092.4837934827215,air_conditioner
-194.68445,151.25508,-89.19855,57.47688,-14.204631,39.273415,-16.58379,26.78326,-7.775833,6.0976887,-3.8989244,0.6329596,-0.4128284,0.71879023,0.692346,0.65240043,0.61073107,0.5871496,0.7235858,0.85477984,0.774052,0.7241309,0.6342443,0.5969029,0.6929139,9.835163302017873,8.594279021114005,10.898714991624477,12.48026562592119,12.619259750435278,16.65195632017144,46.05803358445745,0.09891304347826087,3042.5669020479304,air_conditioner
-199.25618,153.19673,-91.60252,58.64796,-15.659922,38.831097,-17.405937,27.664295,-7.580507,5.707479,-3.3706594,0.1212727,0.90666956,0.73751235,0.68640053,0.6267014,0.62542355,0.6101942,0.73415095,0.8514445,0.78348416,0.7484557,0.64307255,0.5921357,0.6943131,9.735466881122578,7.952045214701662,11.074762350046965,12.338727369410599,12.577879959885744,16.976678744183143,45.92361840257575,0.1003226902173913,3028.3776205014537,air_conditioner
-197.44579,151.16237,-89.91394,57.35784,-13.537967,37.26196,-16.89662,26.042091,-7.1417785,5.554054,-2.6056967,-0.43762928,1.2192532,0.7351413,0.6883077,0.6487306,0.6290128,0.6279809,0.78254455,0.84444666,0.7733193,0.73115325,0.62033325,0.6113718,0.73747015,9.643118734294724,7.813387893865752,10.814489268857324,12.516749427893622,12.638446222939585,16.794321330958976,45.85301524116955,0.10130774456521739,3037.2137387302973,air_conditioner
-197.42867,152.57262,-90.82307,58.646965,-13.660648,39.21719,-17.267363,27.37724,-7.8446245,6.5450974,-2.8181314,-0.19952567,0.21882255,0.7143424,0.70152754,0.6529678,0.62803245,0.6182656,0.7662518,0.8339084,0.7558861,0.7146201,0.62917626,0.6213135,0.7376804,10.07609402481231,7.890888949240172,10.550659725200575,12.449488571661881,12.860210439230555,16.85075424642063,46.057848822992725,0.09962777400362319,3019.537456993261,air_conditioner
-198.77147,153.54646,-92.65633,60.092945,-15.458084,41.031994,-18.16102,28.444338,-8.556409,6.457441,-3.0488448,0.10562856,-0.36334106,0.74752593,0.70517445,0.6404533,0.62048024,0.60059494,0.6926917,0.826372,0.76479596,0.74377555,0.67211735,0.6137069,0.7141238,9.356526886949164,7.882562367120771,10.696409972613129,12.689523318730162,12.904522258579027,16.880423879995377,46.016928202276695,0.09922724184782608,3026.5178917636304,air_conditioner
-196.41321,151.97871,-89.51895,57.386623,-14.382865,38.590134,-16.675549,27.220108,-7.0919733,5.83221,-2.0651233,0.40438205,-0.16317455,0.77295345,0.70294774,0.63146544,0.61085314,0.5983936,0.74208975,0.84626704,0.76233745,0.7522867,0.66549647,0.637202,0.7569182,9.917706790756208,8.30718545430167,10.498619234909626,12.25256390592299,12.738714830121271,16.84548117117267,46.13617281304024,0.0982039741847826,3022.7113824791722,air_conditioner
-195.76599,152.23483,-88.58373,56.01084,-14.184352,37.80331,-16.965057,26.376421,-6.4990363,6.336057,-2.4732928,0.15818167,-0.2150412,0.7555606,0.7189403,0.6507248,0.61467135,0.60490984,0.75994706,0.847662,0.7442844,0.7179711,0.6331336,0.6187635,0.7299969,10.026461670276225,8.376500619846245,10.732769655661832,12.282130155891233,12.710820007674382,17.022494417397358,45.970775721693094,0.09885218523550725,3015.165811883445,air_conditioner
-197.61151,154.62117,-90.74949,57.792797,-16.113361,38.77924,-17.682043,27.539108,-6.237278,7.0837617,-2.9646878,-0.18565264,0.17320491,0.72187775,0.70193714,0.63185006,0.6031197,0.60722524,0.7629886,0.83534044,0.73394185,0.7028185,0.61038625,0.6150646,0.7299252,10.24895047616338,8.197635544601752,10.771890911376122,12.043575435283289,12.822229851524874,16.939316481818814,45.99047959694477,0.09854364809782609,3003.408818650128,air_conditioner
-194.19841,150.61018,-86.33268,52.19963,-11.219659,39.51157,-18.635504,30.92457,-10.480829,9.730051,-7.375358,2.4669042,-4.549797,0.7435637,0.71999896,0.7042623,0.6570397,0.6029087,0.7403322,0.8595775,0.7341518,0.69655985,0.6262082,0.59935826,0.7315482,9.890181452293188,8.563641496756873,10.855041452078195,12.361611657705135,12.694824795769291,17.195710867000397,45.581835236587075,0.09698680932971014,3021.293007494386,air_conditioner
-194.92221,149.76288,-88.28431,57.116474,-14.35113,38.818623,-15.748572,27.115585,-5.6876802,5.821408,-2.8235943,0.46847305,-0.8567274,0.7472379,0.69485533,0.6412549,0.5909213,0.5736009,0.6966617,0.8547773,0.7701478,0.724242,0.6804951,0.60823107,0.69948184,9.637601163801175,8.505548574917663,11.006684513121145,12.601223335664226,12.699723655952447,16.850073572518,46.183829303594,0.09811197916666667,3058.6984647425065,air_conditioner
-196.05553,150.3838,-89.217064,59.724747,-14.026108,41.46474,-16.101591,27.728058,-6.522711,5.907268,-3.700283,0.6619538,-0.9132555,0.7141136,0.67863506,0.6039195,0.5894699,0.56786114,0.7540791,0.87786025,0.7580813,0.74093074,0.66330904,0.5911955,0.7001661,10.269444240588573,8.896019911442542,10.857454766022254,12.749539681245201,12.62057188793896,16.659890657056994,46.243696981276855,0.09712550951086957,3065.0898858136243,air_conditioner
-197.45784,152.1031,-89.03479,58.83857,-13.678916,40.88264,-15.938114,26.279608,-6.3680706,6.3213844,-3.9113033,-0.6942413,-0.63873136,0.7324305,0.69122666,0.62843436,0.6223823,0.5985069,0.75650024,0.8744251,0.7826957,0.7477601,0.68553007,0.5907876,0.6772935,10.010521464285608,9.027157730040225,10.89225180515456,12.231513406233775,12.808228219619,16.542755828573668,46.04685423376042,0.09538326539855073,3010.4537167799494,air_conditioner
-196.95412,151.39056,-87.98879,58.128624,-13.807193,40.412964,-16.730028,25.598118,-6.7960343,6.8787804,-4.991764,0.21043295,-1.2967662,0.6890447,0.6334749,0.5815751,0.62908614,0.6743753,0.86707616,0.82954705,0.7216782,0.73310906,0.61999893,0.59890544,0.7111601,9.77913233852915,8.684262903884386,10.972420081956804,11.948869861803622,12.631806766590582,16.466993208898852,46.20215584771829,0.09736045063405797,3027.418032884736,air_conditioner
-196.80353,151.38011,-89.09978,58.284748,-13.416226,40.92865,-16.676657,25.251158,-6.045999,6.597656,-4.82111,-0.55702525,-0.83824956,0.6603922,0.650178,0.5860021,0.6360399,0.6095627,0.7898647,0.80110586,0.6984922,0.6900938,0.62482196,0.55877167,0.6540845,9.997507876205262,8.67549662420714,10.825702487488718,12.46126239879359,13.308640988620786,16.477849682175574,46.08926042715099,0.09825917119565217,3027.7958856107775,air_conditioner
-195.80852,150.86124,-89.32645,58.49396,-13.248777,41.222656,-16.898706,25.012873,-5.7438726,6.894289,-4.0818524,-1.3275319,-0.43889168,0.65789294,0.67410487,0.6075367,0.63402075,0.6047705,0.77098536,0.75689965,0.67744577,0.68659645,0.6199252,0.5698448,0.6536782,9.805696411628901,8.67583470470704,10.567129543015048,12.197251685585698,13.151539526240517,16.608570784863613,46.23076122097177,0.09779495018115943,3034.8338081927523,air_conditioner
-195.81857,152.05728,-88.49152,60.248505,-14.543902,41.546494,-17.56944,26.084143,-6.970793,6.814865,-4.96124,-0.5916083,-1.2449524,0.66716665,0.6548327,0.57501864,0.60226524,0.63674027,0.8540661,0.7704795,0.69028103,0.72942406,0.66549665,0.5967074,0.65773106,10.661673010470233,9.094278517183424,10.52256523159344,12.376416116045222,12.787889249301426,16.579090395240012,46.26892936295121,0.09709720335144928,3046.840964315941,air_conditioner
-196.76126,152.81155,-87.83346,60.94268,-14.206921,41.864548,-16.540277,25.773151,-7.177914,5.2732577,-5.248406,-0.86894697,-0.5139802,0.6419372,0.59981346,0.52253515,0.54569966,0.6488676,0.9223242,0.7650694,0.6687069,0.6942925,0.6516707,0.5720325,0.621698,10.477225928006634,9.837988330551148,10.7268657426184,12.48994385339025,12.71954817300718,16.572570426224114,46.307926259669834,0.09559273097826088,3030.179038684846,air_conditioner
-194.95464,150.58122,-85.72301,58.641563,-12.716417,40.378117,-14.729682,23.784742,-6.691924,3.624056,-4.360967,-1.4454917,0.4072049,0.6398385,0.58749336,0.5153367,0.5406353,0.67754877,0.9359632,0.73755,0.6713553,0.69017106,0.62997395,0.5427387,0.6111906,10.450988968728067,9.791908148879651,10.683500699183838,12.296076750039408,12.800248037155544,16.483412852762143,46.192390937931776,0.09573850769927536,3037.002369296858,air_conditioner
-191.8918,147.39272,-83.9923,57.468185,-12.9785185,39.876167,-14.966477,24.367878,-6.6403995,4.6715837,-4.525056,0.3861781,-0.24139081,0.6413287,0.5959485,0.5363517,0.5486235,0.6833431,0.920438,0.74992144,0.7078824,0.72724146,0.6594354,0.5502873,0.59047055,10.244758749557521,9.466882731666194,10.526048696725333,12.298407787572064,12.738038790427888,16.4971278183568,46.277441645193285,0.09684810914855073,3101.9408972671445,air_conditioner
-191.7129,148.31822,-83.14233,50.07414,-9.085118,37.14213,-16.259045,28.067028,-8.617587,8.274561,-5.900627,1.1728346,-3.7420933,0.7450264,0.7324105,0.7032533,0.64613914,0.58783096,0.738047,0.8620103,0.7224242,0.67665803,0.6127713,0.58085746,0.7173825,9.792232519264449,8.487259514673317,10.718321628207224,12.349748580227951,12.878891583764398,16.957479533464124,45.57989411541484,0.09621546648550725,3013.436138799788,air_conditioner
-187.62694,144.7591,-83.38665,58.512444,-13.79067,41.30617,-16.48132,26.175888,-6.574026,6.783687,-5.223017,2.1132476,-0.7393948,0.66311866,0.6057489,0.5617051,0.6007862,0.7487987,0.9011779,0.7352779,0.7378028,0.7604762,0.6464318,0.5623335,0.6364578,9.957261234355634,9.560150226893898,10.205323911947465,12.3654556913186,12.622171621436362,16.504907075001434,46.670249597520815,0.09757557744565218,3178.409990063142,air_conditioner
-191.65793,150.28815,-86.20675,52.775307,-11.040909,38.705994,-17.164202,27.733028,-8.832638,8.092118,-5.7931633,1.6202474,-3.5047214,0.72263956,0.7037575,0.6542394,0.6191983,0.60392207,0.77452534,0.86103743,0.7145942,0.68840945,0.59660864,0.5812367,0.7228657,9.569023769107142,8.637317224603018,11.0531506444769,12.540976303084674,12.740073928472592,16.886028646824634,45.831054611833565,0.09653249547101449,3008.3778168420795,air_conditioner
-189.98993,149.14903,-86.15566,52.922974,-10.407571,37.73359,-15.942521,26.761057,-7.2816677,7.4380717,-4.6706414,0.6590901,-2.89317,0.7123186,0.68739057,0.64075387,0.59091675,0.6053562,0.7783992,0.85983986,0.689763,0.6683058,0.58362174,0.58547235,0.71967316,9.43213478915846,8.43443157231465,10.692116877149171,12.646881095650935,12.893901578523652,16.987433409954505,46.02663013151504,0.09806527400362319,3015.510404146256,air_conditioner
-191.35516,149.24405,-87.57833,54.224342,-11.935971,39.039604,-17.05305,27.165573,-8.680768,7.4818387,-5.093974,0.8452587,-2.9596047,0.72239655,0.68293166,0.6355578,0.58296025,0.60753375,0.79665613,0.8613892,0.6950057,0.67320716,0.57928795,0.59958273,0.73542017,9.475474019918886,8.687023363782021,10.947228944886138,12.404287731169331,12.729850779611503,16.710949518181042,46.11348278958199,0.09911260190217391,3040.666922455,air_conditioner
-187.6561,145.6288,-86.91264,52.213863,-11.54567,39.10492,-15.7811165,25.373165,-8.759493,6.0958595,-3.9886944,0.75547636,-3.3297555,0.7404063,0.6649808,0.6213051,0.5732275,0.55239105,0.7256823,0.824081,0.7161678,0.6800925,0.5991899,0.5790776,0.72472817,9.935222532086797,8.470006877674635,10.995389275135903,12.575308253651162,12.793861166931189,16.870578955257592,46.330500788120844,0.10226024682971015,3101.796760694478,air_conditioner
-187.59013,146.28526,-86.81881,52.068737,-11.71716,38.203495,-15.708138,24.762665,-7.9285016,6.180606,-3.5836809,0.14193311,-2.8731403,0.6930303,0.6275705,0.60214084,0.56148857,0.59659237,0.7710121,0.8101619,0.69322854,0.6526695,0.5523388,0.59249127,0.7447097,9.542808768078311,8.40702089086287,10.831781387877474,12.50382256773531,13.27143298086515,16.860605898110435,46.32497817780093,0.10173516757246377,3085.965663152652,air_conditioner
-190.25304,148.95172,-87.3373,54.55355,-12.809339,38.911385,-16.954784,26.103785,-7.68887,7.0047326,-4.8622985,0.72582793,-1.8077099,0.6938305,0.66743857,0.6318292,0.60530066,0.63945305,0.7974742,0.84817106,0.7310175,0.69301504,0.5577263,0.5880793,0.7215373,9.111676795421472,8.399137751846848,10.734600437476804,12.291827788442363,12.660117219038263,16.835474089358097,46.21164122112615,0.09878425045289856,3046.0569407701446,air_conditioner
-328.2749,108.23945,-104.32471,34.193684,-48.60983,24.690388,-33.21354,5.072992,-2.9400277,-3.4173238,7.635637,-12.72043,13.6174965,0.65959847,0.6362468,0.5743864,0.7016675,0.54330295,0.51457524,0.4801876,0.4315697,0.48139015,0.4408721,0.4477138,0.52634686,9.643846412070857,8.319455435928251,11.751074624956901,13.312964051253413,14.629560453152521,16.437153120369985,44.62204501830242,0.14416751585144927,4003.4559876760777,dog_bark
-212.92754,120.0062,-110.59958,31.935513,-56.291622,19.549374,-37.66653,0.6531265,-8.614523,-7.403851,4.7045603,-10.49637,16.537544,0.5833677,0.62721014,0.618714,0.5678923,0.55992305,0.51703453,0.5041042,0.45402515,0.47907627,0.4496503,0.42348346,0.4841836,8.687486630012566,8.922369173415726,14.568839683287164,13.78004664555032,14.663724573446268,16.12720627420765,48.806233619936876,0.12051913496376812,3663.153850101063,dog_bark
-286.52206,122.95186,-108.2235,29.496601,-40.74846,19.006481,-32.029964,0.41301513,-2.8497717,-4.9731874,7.244975,-11.540393,13.432473,0.5082064,0.53703344,0.6360308,0.7105353,0.59695274,0.5439523,0.48715907,0.45964742,0.47125685,0.41195697,0.4151501,0.48745564,8.867378662794986,8.435044454593564,11.81246325822861,13.712120182808855,14.697246155875426,16.97765327165602,44.95979905953654,0.12223873414855073,3497.2591001804403,dog_bark
-458.4414,119.29902,-77.15473,-25.186056,-19.797483,-15.005742,-27.95752,-18.953447,-22.35378,-23.382444,-12.205632,-17.039034,-8.545231,0.28258917,0.3445773,0.3470688,0.32888204,0.31482676,0.2720872,0.26619127,0.28531656,0.338258,0.33857998,0.33037823,0.34594476,15.291932070073102,11.575303436375393,13.938650604609988,17.18246609625449,21.3124227652821,21.412438841840178,20.050229799988443,0.07791072764295212,3141.5721003879717,children_playing
-439.22263,117.75427,-86.35901,-18.665016,-18.906313,-23.451889,-27.262104,-15.5331745,-22.439215,-24.798203,-17.478138,-22.630663,-12.092807,0.32176268,0.4047588,0.41624084,0.41634557,0.20591883,0.12037417,0.16127616,0.2717063,0.28400216,0.25474566,0.29970738,0.31575766,14.702746887048578,11.994373592690486,14.84023175896969,19.265551590643188,21.017287458601462,21.25175441308237,20.72575890375341,0.07593942195811171,3022.987995509485,children_playing
-419.6288,125.894325,-69.23276,-29.234783,-24.231216,-15.655873,-25.682062,-13.859119,-14.26257,-19.219519,-7.740602,-22.040522,-14.181677,0.38549274,0.44840634,0.44309908,0.4120728,0.32396543,0.2613088,0.23200037,0.25219968,0.31363004,0.31257623,0.32570943,0.340659,13.54730571691971,10.283333324792329,13.272909085591296,16.951538390950443,19.744000293906097,19.922801549240827,21.33499697348155,0.06631534657579788,2880.123426551506,children_playing
